Dorr Ray, Washington (QB), qb, [1975, 1983]
Dorr Ray, Southern Illinois, hc, [1984, 1987]
Dorr Ray, USC (WR), wr, [1988, 1988]
Dorr Ray, USC (QB), qb, [1989, 1991]
Dorr Ray, USC (OC), oc, [1992, 1992]
Dorr Ray, Kentucky (RB), rb, [1993, 1994]
Dorr Ray, Kentucky (QB), qb, [1995, 1996]
Dorr Ray, Texas A&M (QB), qb, [1997, 1999]
Dorrell Karl, UCF (WR), wr, [1989, 1989]
Dorrell Karl, Northern Arizona (OC), oc, [1990, 1991]
Dorrell Karl, Colorado (WR), wr, [1992, 1993]
Dorrell Karl, Arizona State (WR), wr, [1994, 1994]
Dorrell Karl, Colorado (OC), oc, [1995, 1998]
Dorrell Karl, Washington (OC), oc, [1999, 1999]
Dorrell Karl, Denver Broncos (WR), wr, [2000, 2002]
Dorrell Karl, UCLA, hc, [2003, 2007]
Dorrell Karl, Miami Dolphins (WR), wr, [2008, 2010]
Dorrell Karl, Miami Dolphins (QB), qb, [2011, 2011]
Dorrell Karl, Houston Texans (QB), qb, [2012, 2013]
Dorrell Karl, Vanderbilt (OC), oc, [2014, -1]
Dorsey Larry, Mississippi Valley State, hc, [1990, 1998]
Dorsey Larry, Prairie View, hc, [2000, 2002]
Dorsey Larry, Greenville-Weston HS, hc, [2008, -1]
Dosch Tom, Dickinson State (assistant), ga, [1991, 1991]
Dosch Tom, Belfield HS (ND), hc, [1992, 1992]
Dosch Tom, North Dakota (OLB/DL), ol, [1993, 2003]
Dosch Tom, Jamestown, hc, [2004, 2007]
Dosch Tom, Southern Illinois (ILB/ST), hc, [2008, 2009]
Dosch Tom, Northern State, hc, [2010, -1]
Douds Dennis Denny, McDowell HS (PA) (asst.), hc, [1963, 1964]
Douds Dennis Denny, West Virginia (asst. fr.), hc, [1965, 1965]
Douds Dennis Denny, East Stroudsburg (asst.), hc, [1966, 1967]
Douds Dennis Denny, East Stroudsburg (DC), dc, [1968, 1973]
Douds Dennis Denny, East Stroudsburg, hc, [1974, -1]
Dowhower Rod, San Diego State (GA), ga, [1966, 1966]
Dowhower Rod, San Diego State (QB/WR), qb, [1967, 1967]
Dowhower Rod, San Diego State (OC), oc, [1968, 1972]
Dowhower Rod, St. Louis Cardinals (WR), wr, [1973, 1973]
Dowhower Rod, UCLA (OC), oc, [1974, 1975]
Dowhower Rod, Boise State (OC), oc, [1976, 1976]
Dowhower Rod, Stanford (WR), wr, [1977, 1978]
Dowhower Rod, Stanford, hc, [1979, 1979]
Dowhower Rod, Denver Broncos (OC), oc, [1980, 1980]
Dowhower Rod, Denver Broncos (WR), wr, [1981, 1982]
Dowhower Rod, St. Louis Cardinals (OC/QB), oc, [1983, 1984]
Dowhower Rod, Indianapolis Colts, hc, [1985, 1986]
Dowhower Rod, Atlanta Falcons (OC), oc, [1987, 1989]
Dowhower Rod, Washington Redskins (QB), qb, [1990, 1993]
Dowhower Rod, Cleveland Browns (QB), qb, [1994, 1994]
Dowhower Rod, Vanderbilt, hc, [1995, 1996]
Dowhower Rod, New York Giants (QB), qb, [1997, 1998]
Dowhower Rod, Philadelphia Eagles (OC), oc, [1999, 2001]
Downing Scott, Sterling (OL), ol, [1980, 1981]
Downing Scott, Sterling, hc, [1982, 1983]
Downing Scott, Nebraska (GA/FHC), ga, [1984, 1986]
Downing Scott, Wyoming (LB/DC/RB/RC/AHC/TE), lb, [1987, 1996]
Downing Scott, Purdue (AHC/RC/RB), hc, [1997, 2002]
Downing Scott, Nebraska (RC/TE), hc, [2003, 2005]
Downing Scott, Northern Colorado, hc, [2006, 2010]
Downing Scott, Tulsa (AHC/STC/TE), hc, [2011, -1]
Driskill Jeff, Lindenwood, hc, [1992, 1994]
DuBose Mike, Alabama (GA), ga, [1975, 1975]
DuBose Mike, Fairhope HS (AL) (assistant), ga, [1976, 1977]
DuBose Mike, Prattville HS (AL), hc, [1978, 1979]
DuBose Mike, Chattanooga (DL), dl, [1980, 1981]
DuBose Mike, Southern Miss (DL), dl, [1982, 1983]
DuBose Mike, Alabama (DL), dl, [1983, 1986]
DuBose Mike, Tampa Bay Buccaneers (DL), dl, [1986, 1989]
DuBose Mike, Alabama (DL), dl, [1990, 1996]
DuBose Mike, Alabama, hc, [1997, 2000]
DuBose Mike, Northview HS (AL), hc, [2002, 2002]
DuBose Mike, Luverne HS (AL), hc, [2003, 2004]
DuBose Mike, Millsaps (DC), dc, [2005, 2005]
DuBose Mike, Millsaps, hc, [2006, 2009]
DuBose Mike, Memphis (DL), dl, [2010, 2011]
DuBose Mike, Luverne HS (AL), hc, [2013, -1]
Duffner Mark, Ohio State (GA), ga, [1975, 1976]
Duffner Mark, Cincinnati (DC), dc, [1977, 1980]
Duffner Mark, Holy Cross (DC), dc, [1981, 1985]
Duffner Mark, Holy Cross, hc, [1986, 1991]
Duffner Mark, Maryland, hc, [1992, 1996]
Duffner Mark, Cincinnati Bengals (LB), lb, [1997, 2000]
Duffner Mark, Cincinnati Bengals (DC/LB), dc, [2001, 2002]
Duffner Mark, Green Bay Packers (LB), lb, [2003, 2005]
Duffner Mark, Jacksonville Jaguars (LB), lb, [2006, 2013]
Duffner Mark, Miami Dolphins (LB), lb, [2014, -1]
Dunbar Mike, Pacific Lutheran (assistant), ga, [1976, 1978]
Dunbar Mike, Central Washington (assistant), ga, [1980, 1982]
Dunbar Mike, Central Washington, hc, [1983, 1983]
Dunbar Mike, UMass (assistant), ga, [1984, 1986]
Dunbar Mike, Central Washington, hc, [1987, 1991]
Dunbar Mike, Toledo (OC), oc, [1992, 1993]
Dunbar Mike, Toledo (asst. HC/OC), hc, [1994, 1996]
Dunbar Mike, Northern Iowa, hc, [1997, 2000]
Dunbar Mike, Northwestern (TE/H-Backs/ST), hc, [2001, 2001]
Dunbar Mike, Northwestern (OC), oc, [2002, 2005]
Dunbar Mike, California (OC), oc, [2006, 2006]
Dunbar Mike, Minnesota (asst. HC/OC), hc, [2007, 2008]
Dunbar Mike, New Mexico State (OC), oc, [2010, 2010]
Dunbar Mike, NIU (OC), oc, [2012, -1]
Dunlap Frederick H., Lehigh, hc, [1965, 1975]
Dunlap Frederick H., Colgate, hc, [1976, 1987]
Dunn David Dave, San Diego (DL), dl, [1990, 1990]
Dunn David Dave, Indiana State (OLB), ol, [1992, 1992]
Dunn David Dave, Masuk HS (CT), hc, [1993, 1996]
Dunn David Dave, Harvard (DL), dl, [1997, 1998]
Dunn David Dave, Christopher Columbus HS (FL), hc, [1999, 2000]
Dunn David Dave, Pope John Paul II HS (FL), hc, [2001, 2002]
Dunn David Dave, Florida Atlantic (RB/ST), rb, [2003, 2004]
Dunn David Dave, Becker, hc, [2005, 2005]
Dunn David Dave, Catholic, hc, [2006, -1]
Dunn Joe Lee, Chattanooga (assistant), ga, [1971, 1979]
Dunn Joe Lee, New Mexico (assistant), ga, [1980, 1982]
Dunn Joe Lee, New Mexico, hc, [1983, 1986]
Dunn Joe Lee, South Carolina (DC), dc, [1987, 1988]
Dunn Joe Lee, Memphis State (DC), dc, [1989, 1991]
Dunn Joe Lee, Ole Miss (DC), dc, [1992, 1993]
Dunn Joe Lee, Ole Miss, hc, [1994, 1994]
Dunn Joe Lee, Arkansas (DC), dc, [1995, 1995]
Dunn Joe Lee, Mississippi State (DC/LB), dc, [1996, 2002]
Dunn Joe Lee, Memphis (DC), dc, [2003, 2005]
Dunn Joe Lee, Ridgeway HS (TN), hc, [2006, 2007]
Dunn Joe Lee, New Mexico State (DC), dc, [2008, 2008]
Dunn Joe Lee, McMurry (DC), dc, [2009, -1]
Dupree Ron, Kansas Wesleyan, hc, [1979, 1980]
Dupree Ron, Kansas Wesleyan, hc, [1996, -1]
Dye Pat, Alabama (assistant), ga, [1965, 1973]
Dye Pat, East Carolina, hc, [1974, 1979]
Dye Pat, Wyoming, hc, [1980, 1980]
Dye Pat, Auburn, hc, [1981, 1992]
Dykes Sonny, , hc, [-1, -1]
Dykes Sonny, J. J. Pearce HS (TX) (RB), hc, [1994, 1994]
Dykes Sonny, Navarro (RB), hc, [1995, 1995]
Dykes Sonny, Navarro (PG/QB), hc, [1996, 1996]
Dykes Sonny, Kentucky (GA/TE), hc, [1997, 1997]
Dykes Sonny, Northeast Louisiana (WR), hc, [1998, 1998]
Dykes Sonny, Kentucky (ST/WR), hc, [1999, 1999]
Dykes Sonny, Texas Tech (WR), hc, [2000, 2004]
Dykes Sonny, Texas Tech (Co-OC/WR), hc, [2005, 2006]
Dykes Sonny, Arizona (OC/QB), hc, [2007, 2009]
Dykes Sonny, Louisiana Tech, hc, [2010, 2012]
Dykes Sonny, California, hc, [2013, 2013]
Dykes Sonny, , hc, [-1, -1]
Dykes Sonny, , hc, [-1, -1]
Dykes Sonny, Monahans HS (TX) (assistant), hc, [1994, -1]
Dykes Spike, Eastland HS (Asst.), hc, [1959, 1959]
Dykes Spike, Ballinger HS (Asst.), hc, [1960, 1961]
Dykes Spike, SA Central HS (DC), dc, [1962, 1963]
Dykes Spike, Coahoma HS, hc, [1964, 1965]
Dykes Spike, Belton HS, hc, [1966, 1966]
Dykes Spike, Big Spring HS, hc, [1967, 1969]
Dykes Spike, Alice HS, hc, [1970, 1971]
Dykes Spike, Texas (Asst.), hc, [1972, 1976]
Dykes Spike, New Mexico (Asst.), hc, [1977, 1978]
Dykes Spike, Mississippi State (Asst.), hc, [1979, 1979]
Dykes Spike, Midland Lee HS, hc, [1980, 1983]
Dykes Spike, Texas Tech (DC), dc, [1984, 1986]
Dykes Spike, Texas Tech, hc, [1986, 1999]
Edsall Randy, Syracuse (GA), ga, [1980, 1982]
Edsall Randy, Syracuse (RB), rb, [1983, 1984]
Edsall Randy, Syracuse (TE), hc, [1985, 1985]
Edsall Randy, Syracuse (RB), rb, [1986, 1986]
Edsall Randy, Syracuse (DB), db, [1987, 1990]
Edsall Randy, Boston College (DB), db, [1991, 1993]
Edsall Randy, Jacksonville Jaguars (DB), db, [1994, 1997]
Edsall Randy, Georgia Tech (DC), dc, [1998, 1998]
Edsall Randy, Connecticut, hc, [1999, 2010]
Edsall Randy, Maryland, hc, [2011, -1]
Edwards LaVell, Granite HS (UT), hc, [1954, 1961]
Edwards LaVell, BYU (assistant), ga, [1962, 1971]
Edwards LaVell, BYU, hc, [1972, 2000]
Eidsness Eric, Southwest Minnesota State, hc, [2004, 2009]
Elias Bill, Richmond HS (IN), hc, [1950, 1952]
Elias Bill, Purdue (assistant), ga, [1953, 1955]
Elias Bill, Purdue (backfield), hc, [1956, 1959]
Elias Bill, George Washington, hc, [1960, 1960]
Elias Bill, Virginia, hc, [1961, 1964]
Elias Bill, Navy, hc, [1965, 1968]
Elias Bill, Boston Patriots (DB), db, [1969, -1]
Ellerson Rich, Hawaii (GA), ga, [1977, 1977]
Ellerson Rich, Arizona Western C.C. (DB), db, [1978, 1978]
Ellerson Rich, Idaho (ST), st, [1979, 1979]
Ellerson Rich, Cal State Fullerton (ST), st, [1980, 1980]
Ellerson Rich, Hawaii (ST), st, [1981, 1983]
Ellerson Rich, BC Lions (DL), dl, [1984, 1985]
Ellerson Rich, Calgary Stampeders (DC), dc, [1986, 1986]
Ellerson Rich, Hawaii (DC), dc, [1987, 1991]
Ellerson Rich, Arizona (ST), st, [1992, 1995]
Ellerson Rich, Southern Utah, hc, [1996, 1996]
Ellerson Rich, Arizona (DC), dc, [1997, 2000]
Ellerson Rich, Cal Poly, hc, [2001, 2008]
Ellerson Rich, Army, hc, [2009, 2013]
Ellett Ron, North Park, hc, [1986, -1]
Elliott Dave, Morningside, hc, [1996, 2000]
Elliott Harold Bud, Southwestern (KS), hc, [1964, 1968]
Elliott Harold Bud, Washburn, hc, [1969, 1970]
Elliott Harold Bud, Emporia State, hc, [1971, 1973]
Elliott Harold Bud, UT Arlington, hc, [1974, 1983]
Elliott Harold Bud, Northwest Missouri State, hc, [1988, 1993]
Elliott Harold Bud, Eastern New Mexico, hc, [1994, 2004]
Ellwood Frank, Ohio State (assistant), ga, [1958, 1964]
Ellwood Frank, Ohio (assistant), ga, [1965, 1974]
Ellwood Frank, Marshall, hc, [1975, 1978]
Ellwood Frank, Georgia Southern, hc, [1996, -1]
Elsenrath David, Adams State, hc, [1997, 1999]
Elson David, Southern Illinois (GA), ga, [1994, 1995]
Elson David, WKU (DB), db, [1996, 2000]
Elson David, WKU (DC), dc, [2001, 2002]
Elson David, WKU, hc, [2003, 2009]
Elson David, Indiana (Asst.), hc, [2010, 2010]
Elson David, New Mexico State (DC), dc, [2012, 2013]
Elson David, Southern Illinois (DB), db, [2013, -1]
Elway Jack, Port Angeles HS (WA), hc, [1953, 1960]
Elway Jack, Grays Harbor College, hc, [1961, 1966]
Elway Jack, Montana (assistant), ga, [1967, 1971]
Elway Jack, Washington State (assistant), ga, [1972, 1975]
Elway Jack, Cal State Northridge, hc, [1976, 1978]
Elway Jack, San Jose State, hc, [1979, 1983]
Elway Jack, Stanford, hc, [1984, 1988]
Elway Jack, Frankfurt Galaxy, hc, [1991, 1992]
Embree Jon, Colorado (volunteer), hc, [1991, 1991]
Embree Jon, Douglas County HS (WR/TE), wr, [1992, 1992]
Embree Jon, Colorado (TE), hc, [1993, 1994]
Embree Jon, Colorado (DE), dl, [1995, 1998]
Embree Jon, Colorado (TE), hc, [1999, 2000]
Embree Jon, Colorado (WR/kicking), wr, [2001, 2002]
Embree Jon, UCLA (assistant HC/WR), ga, [2003, 2003]
Embree Jon, UCLA (assistant HC/TE/passing), ga, [2004, 2005]
Embree Jon, Kansas City Chiefs (TE), hc, [2006, 2008]
Embree Jon, Washington Redskins (TE), hc, [2010, 2010]
Embree Jon, Colorado, hc, [2011, 2012]
Embree Jon, Cleveland Browns (TE), hc, [2013, 2013]
Embree Jon, Tampa Bay Buccaneers (TE), hc, [2014, -1]
English Ron, Ganesha HS (CA) (assistant), ga, [1992, 1992]
English Ron, Mt. San Antonio (DB), db, [1993, 1993]
English Ron, Arizona State (GA), ga, [1994, 1995]
English Ron, Northern Arizona (DB), db, [1996, 1996]
English Ron, San Diego State (DB), db, [1996, 1997]
English Ron, Arizona State (DB), db, [1998, 2002]
English Ron, Michigan (DB), db, [2003, 2005]
English Ron, Michigan (DC), dc, [2006, 2007]
English Ron, Louisville (DC), dc, [2008, -1]
English Ron, Eastern Michigan, hc, [2009, 2013]
Enos Dan, Michigan State (GA), ga, [1991, 1993]
Enos Dan, Lakeland (OC/QB/WR), oc, [1994, 1995]
Enos Dan, Northern Michigan (OC/RB), oc, [1996, 1996]
Enos Dan, Southern Illinois (QB/WR), qb, [1997, 1998]
Enos Dan, Missouri State (OC/QB), oc, [1999, 1999]
Enos Dan, Western Michigan (QB), qb, [2000, 2002]
Enos Dan, North Dakota State (OC/QB), oc, [2003, 2003]
Enos Dan, Cincinnati (QB), qb, [2004, 2005]
Enos Dan, Michigan State (QB), qb, [2006, 2006]
Enos Dan, Michigan State (RB), rb, [2007, 2009]
Enos Dan, Central Michigan, hc, [2010, -1]
Erickson Dennis, Montana State (GA), ga, [1969, 1969]
Erickson Dennis, Billings CC HS (MT), hc, [1970, 1970]
Erickson Dennis, Montana State (assistant), ga, [1971, 1973]
Erickson Dennis, Idaho (OC), oc, [1974, 1975]
Erickson Dennis, Fresno State (OC), oc, [1976, 1978]
Erickson Dennis, San Jose State (OC), oc, [1979, 1981]
Erickson Dennis, Idaho, hc, [1982, 1985]
Erickson Dennis, Wyoming, hc, [1986, 1986]
Erickson Dennis, Washington State, hc, [1987, 1988]
Erickson Dennis, Miami (FL), hc, [1989, 1994]
Erickson Dennis, Seattle Seahawks, hc, [1995, 1998]
Erickson Dennis, Oregon State, hc, [1999, 2002]
Erickson Dennis, San Francisco 49ers, hc, [2003, 2004]
Erickson Dennis, Idaho, hc, [2006, 2006]
Erickson Dennis, Arizona State, hc, [2007, 2011]
Erickson Dennis, Utah (Co-OC), oc, [2013, 2013]
Erickson Dennis, Utah (RB), rb, [2014, -1]
Estes Phil, New Hampshire (OL), ol, [1984, 1990]
Estes Phil, New Hampshire (OC), oc, [1991, 1993]
Estes Phil, Brown (RB/RC), rb, [1994, 1996]
Estes Phil, Brown (WR/RC), wr, [1997, 1997]
Estes Phil, Brown, hc, [1998, -1]
Estock Bob, Coast Guard, hc, [1998, -1]
Etzold Emmett Bud, Jamestown, hc, [1995, 1999]
Etzold Emmett Bud, Mary (OC), hc, [2002, 2006]
Etzold Emmett Bud, Mary (QB/RC), hc, [2007, 2007]
Etzold Emmett Bud, Jamestown, hc, [2008, -1]
Ewing Mick, Chicago, hc, [1983, 1987]
Faggiano Blaise, Albany (Asst), hc, [1993, 1994]
Faggiano Blaise, Ithaca (DC), dc, [1995, 1996]
Faggiano Blaise, St. John Fisher (DC), dc, [1999, 2007]
Faggiano Blaise, Utica, hc, [2008, -1]
Fairchild Steve, SD Mesa CC (OC/QB/WR), oc, [1982, 1983]
Fairchild Steve, Ferris State (OC/QB/RB), oc, [1984, 1985]
Fairchild Steve, San Diego State (TE), hc, [1986, 1986]
Fairchild Steve, New Mexico (OC/QB), oc, [1987, 1989]
Fairchild Steve, San Diego State (QB), qb, [1990, 1992]
Fairchild Steve, Colorado State (QB), qb, [1993, 1996]
Fairchild Steve, Colorado State (OC), oc, [1997, 2000]
Fairchild Steve, Buffalo Bills (RB), rb, [2001, 2002]
Fairchild Steve, St. Louis Rams (OC/QB), oc, [2003, 2005]
Fairchild Steve, Buffalo Bills (OC), oc, [2006, 2007]
Fairchild Steve, Colorado State, hc, [2008, 2011]
Fairchild Steve, San Diego Chargers (Off. Ast.), hc, [2012, 2012]
Fairchild Steve, Virginia(OC/QB), oc, [2013, -1]
Fanara Steve, Howard Payne (DC), dc, [2005, 2007]
Fanara Steve, Howard Payne, hc, [2008, 2011]
Farley Mark, Northern Iowa (GA), ga, [1986, 1988]
Farley Mark, Northern Iowa (LB), lb, [1989, 1996]
Farley Mark, Kansas (LB), lb, [1997, 2000]
Farley Mark, Northern Iowa, hc, [2001, -1]
Farrier Fred T., Kentucky State, hc, [2005, 2008]
Fassel Jim, Stanford University (WR), wr, [1979, 1979]
Fassel Jim, Stanford University (QB/WR), qb, [1980, 1980]
Fassel Jim, Stanford University (OC), oc, [1981, 1983]
Fassel Jim, New Orleans Breakers (OC), oc, [1984, 1984]
Fassel Jim, Utah Utes (HC), hc, [1985, 1989]
Fassel Jim, New York Giants (QB/OC), qb, [1991, 1992]
Fassel Jim, Denver Broncos (OC), oc, [1993, 1994]
Fassel Jim, Oakland Raiders (QB), qb, [1995, 1995]
Fassel Jim, Arizona Cardinals (OC), oc, [1996, 1996]
Fassel Jim, New York Giants (HC), hc, [1997, 2003]
Fassel Jim, Baltimore Ravens (OC), oc, [2004, 2006]
Fassel Jim, Las Vegas Locomotives (HC), hc, [2009, 2012]
Faust Gerry, Cincinnati (OH) Moeller HS, hc, [1962, 1980]
Faust Gerry, Notre Dame, hc, [1981, 1985]
Faust Gerry, Akron, hc, [1986, 1994]
Fazio Serafino Foge, Pittsburgh (GA), ga, [1962, 1962]
Fazio Serafino Foge, Boston University (assistant), ga, [1967, 1967]
Fazio Serafino Foge, Harvard (assistant), ga, [1968, 1968]
Fazio Serafino Foge, Pittsburgh (assistant), ga, [1969, 1972]
Fazio Serafino Foge, Cincinnati (assistant), ga, [1973, 1976]
Fazio Serafino Foge, Pittsburgh (LB/DC), lb, [1977, 1981]
Fazio Serafino Foge, Pittsburgh, hc, [1982, 1985]
Fazio Serafino Foge, Notre Dame (DC), dc, [1986, 1987]
Fazio Serafino Foge, Atlanta Falcons (TE/ST), hc, [1988, 1989]
Fazio Serafino Foge, New York Jets (LB), lb, [1990, 1991]
Fazio Serafino Foge, Minnesota Vikings (LB/DC), lb, [1995, 1999]
Fazio Serafino Foge, Washington Redskins (LB), lb, [2000, 2000]
Fazio Serafino Foge, Cleveland Browns (DC), dc, [2001, 2002]
Fedora Larry, Austin (GA), ga, [1986, 1986]
Fedora Larry, Garland HS (TX), hc, [1987, 1990]
Fedora Larry, Baylor (WR/TE/RB), wr, [1991, 1996]
Fedora Larry, Air Force (QB/WR), qb, [1997, 1998]
Fedora Larry, Middle Tennessee (OC), oc, [1999, 2001]
Fedora Larry, Florida (OC), oc, [2002, 2004]
Fedora Larry, Oklahoma State (OC), oc, [2005, 2007]
Fedora Larry, Southern Mississippi, hc, [2008, 2011]
Fedora Larry, North Carolina, hc, [2012, -1]
Felker Rockey, Mississippi State (JV/WR/RB), hc, [1975, 1978]
Felker Rockey, Texas Tech (assistant), ga, [1979, 1980]
Felker Rockey, Memphis State (assistant), ga, [1981, 1982]
Felker Rockey, Alabama (WR/DB), wr, [1983, 1985]
Felker Rockey, Mississippi State, hc, [1986, 1990]
Felker Rockey, Tulsa (OC), oc, [1991, 1992]
Felker Rockey, Arkansas (OC), oc, [1993, 1996]
Felker Rockey, Tulsa (OC), oc, [1997, 1999]
Felker Rockey, Mississippi State (football operations), hc, [2002, 2006]
Felker Rockey, Mississippi State (RB), rb, [2007, 2008]
Felker Rockey, Mississippi State (dir. player personnel), hc, [2009, -1]
Ferentz Kirk, Connecticut (GA), ga, [1977, 1977]
Ferentz Kirk, Worcester Academy (OL/DC), ol, [1978, 1979]
Ferentz Kirk, Pittsburgh (GA), ga, [1980, 1980]
Ferentz Kirk, Iowa (OL), ol, [1981, 1989]
Ferentz Kirk, Maine, hc, [1990, 1992]
Ferentz Kirk, Cleveland Browns (OL), ol, [1993, 1995]
Ferentz Kirk, Baltimore Ravens (OL), ol, [1996, 1998]
Ferentz Kirk, Iowa, hc, [1999, -1]
Fickell Luke, Akron (DL), dl, [2000, 2001]
Fickell Luke, Ohio State (ST), st, [2002, 2003]
Fickell Luke, Ohio State (LB), lb, [2004, 2004]
Fickell Luke, Ohio State (LB/co-DC), lb, [2005, 2010]
Fickell Luke, Ohio State, hc, [2011, 2011]
Fickell Luke, Ohio State (LB/co-DC), lb, [2012, -1]
Filkovski Jeff, Holy Cross (assistant), ga, [1992, 1995]
Filkovski Jeff, Cincinnati (assistant), ga, [1996, 2003]
Filkovski Jeff, Thomas More (QB), qb, [2006, 2006]
Filkovski Jeff, Cologne Centurions (OC/QB), oc, [2007, 2007]
Filkovski Jeff, Heidelberg (OC/QB), oc, [2007, 2007]
Filkovski Jeff, Marietta, hc, [2008, 2012]
Filkovski Jeff, North Carolina Wesleyan, hc, [2013, -1]
Fincham Joe, Ohio (GA), ga, [1987, 1988]
Fincham Joe, Urbana (OC), oc, [1989, 1990]
Fincham Joe, Wittenberg (OC/OL), oc, [1991, 1995]
Fincham Joe, Wittenberg, hc, [1996, -1]
Fine Marty, Western New Mexico (LB), lb, [1984, 1984]
Fine Marty, Sonoma State (DC), dc, [1985, 1986]
Fine Marty, Sonoma State, hc, [1987, 1988]
Fine Marty, Naval Academy Prep, hc, [1989, 1990]
Fine Marty, Indiana State (OC), oc, [1991, 1995]
Fine Marty, Colgate (ST), st, [1996, 1996]
Fine Marty, Indiana (Asst), hc, [1997, 2001]
Fine Marty, Iowa State (OL/ST), ol, [2002, 2003]
Fine Marty, Bryant, hc, [2004, -1]
Finley Ron, Campbellsville, hc, [1988, 2002]
Fisher Jeff, Chicago Bears (1985), hc, [1985, 1985]
Fisher Jeff, (defensive assistant), dl, [-1, -1]
Fisher Jeff, Philadelphia Eagles (19861987), hc, [1986, 1987]
Fisher Jeff, (defensive backs coach), db, [-1, -1]
Fisher Jeff, Philadelphia Eagles (19881990), hc, [1988, 1990]
Fisher Jeff, (defensive coordinator), dc, [-1, -1]
Fisher Jeff, Los Angeles Rams (1991), hc, [1991, -1]
Fisher Jeff, (defensive coordinator), dc, [-1, -1]
Fisher Jeff, San Francisco 49ers (19921993), hc, [1992, 1993]
Fisher Jeff, (defensive backs coach), db, [-1, -1]
Fisher Jeff, Houston Oilers (1994), hc, [1994, -1]
Fisher Jeff, (defensive coordinator), dc, [-1, -1]
Fisher Jeff, Houston/Tennessee Oilers/Titans (19942010), hc, [1994, 2010]
Fisher Jeff, (head coach), hc, [-1, -1]
Fisher Jeff, St. Louis Rams (2012present), hc, [2012, -1]
Fisher Jeff, (head coach), hc, [-1, -1]
Fisher Jimbo, Samford (AL), hc, [1988, 1990]
Fisher Jimbo, Samford (OC/QB), oc, [1991, 1992]
Fisher Jimbo, Auburn (QB), qb, [1993, 1998]
Fisher Jimbo, Cincinnati (OC/QB), oc, [1999, 1999]
Fisher Jimbo, LSU (OC/QB), oc, [2000, 2006]
Fisher Jimbo, Florida State (OC/QB), oc, [2007, 2009]
Fisher Jimbo, Florida State, hc, [2010, -1]
Fitzgerald DeLane, Southern Virginia, hc, [2009, 2013]
Fitzgerald Pat, Maryland (LB), lb, [1998, 1998]
Fitzgerald Pat, Colorado (LB), lb, [1999, 1999]
Fitzgerald Pat, Idaho (LB), lb, [2000, 2000]
Fitzgerald Pat, Northwestern (LB), lb, [2001, 2005]
Fitzgerald Pat, Northwestern, hc, [2006, -1]
Fleming Jim, South Carolina (GA), ga, [1985, 1986]
Fleming Jim, Boise State (TE/WR), hc, [1987, 1988]
Fleming Jim, Boise State (DB), db, [1989, 1989]
Fleming Jim, Boise State (DC), dc, [1990, 1992]
Fleming Jim, Brown (DC), dc, [1993, 1993]
Fleming Jim, East Carolina (OLB), ol, [1994, 1994]
Fleming Jim, East Carolina (DB), db, [1995, 1997]
Fleming Jim, Villanova (DC/DB), dc, [1998, 1999]
Fleming Jim, Sacred Heart, hc, [2000, 2001]
Fleming Jim, North Carolina (DB/STC), db, [2002, 2002]
Fleming Jim, North Carolina (DB), db, [2003, 2003]
Fleming Jim, Akron (DC/SAF), dc, [2004, 2009]
Fleming Jim, Kent State (LB), lb, [2010, 2010]
Fleming Jim, UCF (DC), dc, [2012, 2013]
Fleming Jim, Rhode Island, hc, [2014, -1]
Fletcher Nicholas Nick, Eureka, hc, [1995, 1999]
Fletcher Nicholas Nick, Denison, hc, [2000, 2009]
Flood Kyle, St. Francis Prep (NY), hc, [1993, 1994]
Flood Kyle, C. W. Post (OL), ol, [1995, 1996]
Flood Kyle, Hofstra (OL), ol, [1997, 2001]
Flood Kyle, Delaware (OL), ol, [2002, 2004]
Flood Kyle, Rutgers (OL), ol, [2005, 2007]
Flood Kyle, Rutgers (AHC/OL), hc, [2008, 2011]
Flood Kyle, Rutgers, hc, [2012, -1]
Flora Jerry, Iona (WR), wr, [1992, 1996]
Flora Jerry, Fairleigh DickinsonFlorham (OL), ol, [1997, 1997]
Flora Jerry, Iona (WR), wr, [1998, 2001]
Flora Jerry, William Paterson (Asst), hc, [2002, 2007]
Flora Jerry, William Paterson, hc, [2008, -1]
Flowers Ron, Southwest Minnesota State, hc, [1997, 1999]
Flynn Dick, Central Michigan, hc, [1994, 1999]
Foley Ed, SUNYAlbany (OL), ol, [1989, 90]
Foley Ed, Pennsylvania (TE/OT), hc, [1991, 93]
Foley Ed, Williams (OL), ol, [1994, 1994]
Foley Ed, Pennsylvania (TE/OT), hc, [1995, 97]
Foley Ed, Jacksonville (OC/OL), oc, [1998, 1998]
Foley Ed, Fordham (OC/OL), oc, [1999, 2003]
Foley Ed, Fordham, hc, [2004, 5]
Foley Ed, Hofstra (Asst. HC/OL), hc, [2006, 2006]
Foley Ed, Hofstra (Asst. HC), hc, [2007, 2007]
Foley Ed, Temple (TE/OL), hc, [2008, -1]
Foley Michael F., Bates College (OL), ol, [1978, 1978]
Foley Michael F., Dartmouth (FR OL), hc, [1979, 1979]
Foley Michael F., Holy Cross (OL), ol, [1980, 1980]
Foley Michael F., Colgate (JV HC/WR), hc, [1981, 82]
Foley Michael F., Colgate (OL), ol, [1983, 1983]
Foley Michael F., Colgate (OL/DC), ol, [1984, 87]
Foley Michael F., Colgate, hc, [1988, 1992]
Foley Michael F., Colgate (OC/OL), oc, [1997, 2005]
